n,sample_index,order_derived_q_identical,silent_kernel_identical_for_distinct_q,global_gauge_probability_error,row_gauge_probability_error,relabel_equivariance_error,outside_locality_row_error,local_contrast_total_variation,local_log_odds_shift_error,beta_q_scale_degeneracy_error
32,40,True,True,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.329468592399131,4.440892098500626e-16,1.1102230246251565e-16
32,41,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.33317799677326543,0.0,1.1102230246251565e-16
32,42,True,True,5.551115123125783e-17,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.26470051223017743,0.0,1.1102230246251565e-16
32,43,True,True,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.24259134024507528,0.0,1.1102230246251565e-16
32,44,True,True,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.152228444069419,4.440892098500626e-16,2.220446049250313e-16
32,45,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.3412548963735712,0.0,2.220446049250313e-16
32,46,True,True,8.326672684688674e-17,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.1297846802077618,4.440892098500626e-16,1.1102230246251565e-16
32,47,True,True,1.6653345369377348e-16,1.6653345369377348e-16,1.6653345369377348e-16,0.0,0.39436981150777667,0.0,1.1102230246251565e-16
32,48,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.35595750137521875,4.440892098500626e-16,5.551115123125783e-17
32,49,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.30438253147058036,0.0,1.1102230246251565e-16
32,50,True,True,2.220446049250313e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.0,0.3454295589498952,4.440892098500626e-16,1.1102230246251565e-16
32,51,True,True,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.10339368127257474,0.0,1.1102230246251565e-16
32,52,True,True,1.6653345369377348e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.3690658736476292,0.0,1.6653345369377348e-16
32,53,True,True,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.26461200044332506,0.0,1.1102230246251565e-16
32,54,True,True,2.220446049250313e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.17757661497632704,4.440892098500626e-16,2.220446049250313e-16
32,55,True,True,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.19737575764567952,0.0,5.551115123125783e-17
32,56,True,True,1.942890293094024e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.14724737703786694,0.0,1.6653345369377348e-16
32,57,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.40048840773384625,4.440892098500626e-16,1.1102230246251565e-16
32,58,True,True,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,0.0,0.11582802786229524,4.440892098500626e-16,1.1102230246251565e-16
32,59,True,True,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.3533506764256731,0.0,1.1102230246251565e-16
32,60,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.160002442022278,0.0,1.1102230246251565e-16
32,61,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.36982645858760854,0.0,1.1102230246251565e-16
32,62,True,True,1.1102230246251565e-16,2.220446049250313e-16,5.551115123125783e-17,0.0,0.22339625066791913,0.0,1.1102230246251565e-16
32,63,True,True,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,0.0,0.10401354139887989,0.0,1.1102230246251565e-16
32,64,True,True,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.31964462140418215,0.0,1.1102230246251565e-16
32,65,True,True,5.551115123125783e-17,1.1102230246251565e-16,5.551115123125783e-17,0.0,0.28109968597869495,8.881784197001252e-16,1.1102230246251565e-16
32,66,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.6041587418793515,0.0,1.1102230246251565e-16
32,67,True,True,1.6653345369377348e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.20905320452066878,0.0,2.220446049250313e-16
32,68,True,True,1.6653345369377348e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.23280977741624287,0.0,1.1102230246251565e-16
32,69,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.19238860474428368,4.440892098500626e-16,1.1102230246251565e-16
32,70,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.17590669153985175,0.0,1.1102230246251565e-16
32,71,True,True,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.280662723346208,0.0,1.1102230246251565e-16
32,72,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.33368665221786464,0.0,1.1102230246251565e-16
32,73,True,True,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.3580427291010742,0.0,2.220446049250313e-16
32,74,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.342466608323416,4.440892098500626e-16,1.6653345369377348e-16
32,75,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.40119466470819365,4.440892098500626e-16,1.1102230246251565e-16
32,76,True,True,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.18750278870761927,0.0,2.220446049250313e-16
32,77,True,True,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.37748712052434624,0.0,1.1102230246251565e-16
32,78,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.39001083143979476,0.0,1.1102230246251565e-16
32,79,True,True,1.1102230246251565e-16,1.6653345369377348e-16,2.220446049250313e-16,0.0,0.28538762423249087,0.0,1.1102230246251565e-16
64,0,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.04947870093042797,0.0,2.220446049250313e-16
64,1,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.3026413260039179,4.440892098500626e-16,1.1102230246251565e-16
64,2,True,True,1.6653345369377348e-16,1.6653345369377348e-16,5.551115123125783e-17,0.0,0.32734130396884187,4.440892098500626e-16,1.6653345369377348e-16
64,3,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.3783805076037095,4.440892098500626e-16,1.1102230246251565e-16
64,4,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.21355642142361042,4.440892098500626e-16,1.1102230246251565e-16
64,5,True,True,2.220446049250313e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.17095563987571583,0.0,1.1102230246251565e-16
64,6,True,True,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.1438114689518371,4.440892098500626e-16,1.1102230246251565e-16
64,7,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.25681273085528067,0.0,2.220446049250313e-16
64,8,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.30767157243592314,0.0,1.1102230246251565e-16
64,9,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.2974934704930914,4.440892098500626e-16,1.1102230246251565e-16
64,10,True,True,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.25132130664367436,4.440892098500626e-16,2.220446049250313e-16
64,11,True,True,1.1102230246251565e-16,2.220446049250313e-16,1.6653345369377348e-16,0.0,0.07950613240224218,4.440892098500626e-16,8.326672684688674e-17
64,12,True,True,1.6653345369377348e-16,2.220446049250313e-16,5.551115123125783e-17,0.0,0.18297508011783886,4.440892098500626e-16,1.1102230246251565e-16
64,13,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.13264990977455177,4.440892098500626e-16,1.6653345369377348e-16
64,14,True,True,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.3255478190092233,0.0,1.1102230246251565e-16
64,15,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.3045068835470691,0.0,1.1102230246251565e-16
64,16,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.18955625228313025,0.0,1.1102230246251565e-16
64,17,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.35007236048272217,0.0,1.1102230246251565e-16
64,18,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.18582262751662565,8.881784197001252e-16,8.326672684688674e-17
64,19,True,True,1.6653345369377348e-16,1.1102230246251565e-16,5.551115123125783e-17,0.0,0.1851281610026067,0.0,1.1102230246251565e-16
64,20,True,True,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,0.0,0.11255475421196827,0.0,1.1102230246251565e-16
64,21,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.39424818450388094,0.0,2.220446049250313e-16
64,22,True,True,1.3877787807814457e-16,1.6653345369377348e-16,5.551115123125783e-17,0.0,0.25977073619802316,4.440892098500626e-16,1.1102230246251565e-16
64,23,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.27554600101384713,0.0,2.220446049250313e-16
64,24,True,True,1.6653345369377348e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.0,0.17907270614137782,0.0,1.6653345369377348e-16
64,25,True,True,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.18286781132326113,4.440892098500626e-16,1.1102230246251565e-16
64,26,True,True,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.17438341668230853,0.0,1.1102230246251565e-16
64,27,True,True,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.21064734837608903,0.0,1.1102230246251565e-16
64,28,True,True,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.03643500109882213,0.0,1.1102230246251565e-16
64,29,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.24846834121776562,4.440892098500626e-16,1.1102230246251565e-16
64,30,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.13540878370068848,4.440892098500626e-16,1.1102230246251565e-16
64,31,True,True,2.220446049250313e-16,1.6653345369377348e-16,8.326672684688674e-17,0.0,0.06691967138520741,4.440892098500626e-16,1.1102230246251565e-16
64,32,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.24661975085123378,4.440892098500626e-16,1.1102230246251565e-16
64,33,True,True,1.1102230246251565e-16,1.6653345369377348e-16,5.551115123125783e-17,0.0,0.2821117236637961,0.0,1.1102230246251565e-16
64,34,True,True,1.942890293094024e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.2652676956275112,0.0,1.1102230246251565e-16
64,35,True,True,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,0.0,0.2782676732430578,0.0,1.1102230246251565e-16
64,36,True,True,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.2968753089675913,8.881784197001252e-16,5.551115123125783e-17
64,37,True,True,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.09204323472179636,0.0,1.6653345369377348e-16
64,38,True,True,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.19270195472680543,0.0,1.1102230246251565e-16
64,39,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.27639207736706917,0.0,1.1102230246251565e-16
64,40,True,True,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.33614742293493555,4.440892098500626e-16,1.1102230246251565e-16
64,41,True,True,1.6653345369377348e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.1832795038233431,4.440892098500626e-16,1.1102230246251565e-16
64,42,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.11848097243512828,4.440892098500626e-16,1.1102230246251565e-16
64,43,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.23050944356351594,4.440892098500626e-16,1.1102230246251565e-16
64,44,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.3457141595033822,4.440892098500626e-16,1.6653345369377348e-16
64,45,True,True,2.220446049250313e-16,1.1102230246251565e-16,5.551115123125783e-17,0.0,0.360456433487373,0.0,1.1102230246251565e-16
64,46,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.23081980941083105,0.0,1.6653345369377348e-16
64,47,True,True,1.1102230246251565e-16,1.1102230246251565e-16,5.551115123125783e-17,0.0,0.12538989082562407,4.440892098500626e-16,1.1102230246251565e-16
64,48,True,True,1.6653345369377348e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.24192442088956484,0.0,1.1102230246251565e-16
64,49,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.3627290684155575,0.0,1.1102230246251565e-16
64,50,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.23574867936730712,4.440892098500626e-16,1.6653345369377348e-16
64,51,True,True,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.1711200492937415,4.440892098500626e-16,1.1102230246251565e-16
64,52,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.27390685228405065,0.0,1.1102230246251565e-16
64,53,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.13073066008230264,0.0,1.1102230246251565e-16
64,54,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.39989245452041094,4.440892098500626e-16,8.326672684688674e-17
64,55,True,True,2.220446049250313e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.34185564115108374,0.0,1.6653345369377348e-16
64,56,True,True,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.17473374486868404,0.0,1.1102230246251565e-16
64,57,True,True,1.3877787807814457e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.1695369375480447,0.0,1.1102230246251565e-16
64,58,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.1952155617552725,0.0,2.220446049250313e-16
64,59,True,True,2.7755575615628914e-16,1.6653345369377348e-16,1.6653345369377348e-16,0.0,0.18450052118674182,0.0,1.6653345369377348e-16
64,60,True,True,1.6653345369377348e-16,1.1102230246251565e-16,2.220446049250313e-16,0.0,0.11658575075602219,0.0,2.220446049250313e-16
64,61,True,True,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.0858920979539729,0.0,5.551115123125783e-17
64,62,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.27408812488306605,0.0,1.1102230246251565e-16
64,63,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.2235334806577269,4.440892098500626e-16,1.1102230246251565e-16
64,64,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.4258929718418977,4.440892098500626e-16,1.1102230246251565e-16
64,65,True,True,2.220446049250313e-16,2.220446049250313e-16,5.551115123125783e-17,0.0,0.32364912994837036,4.440892098500626e-16,1.1102230246251565e-16
64,66,True,True,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.3052546356220464,0.0,1.1102230246251565e-16
64,67,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.2831480116878681,0.0,1.1102230246251565e-16
64,68,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.1530090064501063,0.0,1.6653345369377348e-16
64,69,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.11383201414099473,4.440892098500626e-16,1.1102230246251565e-16
64,70,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.3487292679584102,0.0,2.220446049250313e-16
64,71,True,True,1.1102230246251565e-16,2.7755575615628914e-16,1.1102230246251565e-16,0.0,0.3917837349576349,0.0,1.6653345369377348e-16
64,72,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.22676736741609743,0.0,1.1102230246251565e-16
64,73,True,True,5.551115123125783e-17,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.25705821781256155,0.0,1.1102230246251565e-16
64,74,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.07497576744773951,0.0,1.1102230246251565e-16
64,75,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.14093844117486667,0.0,1.1102230246251565e-16
64,76,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.34102172981843193,8.881784197001252e-16,1.1102230246251565e-16
64,77,True,True,1.6653345369377348e-16,1.6653345369377348e-16,5.551115123125783e-17,0.0,0.1298226673235752,0.0,1.1102230246251565e-16
64,78,True,True,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.30402998251639357,0.0,1.6653345369377348e-16
64,79,True,True,2.220446049250313e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.15563532216776554,0.0,2.220446049250313e-16
